,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
600,Bioanalytical Research Associate/Specialist,"Berkeley, CA",SF,"    Integrated Analytical Solutions, Inc.",61k-80k,70.5,Perform basic integration and review of laboratory data (especially LC-MS/MS and HPLC-UV). Work closely with scientists and associates to develop and validate...,0.0,0.0,0.0,0.0,0.0,1.0
601,Protocol Development Specialist,"San Francisco, CA",SF,        University of California San Francisco,61k-80k,70.5,"Demonstrated ability to work collaboratively with a diverse group of individuals in the clinical field such as principal investigators, scientists, and...",0.0,0.0,0.0,0.0,0.0,1.0
602,Research Analyst,"San Francisco, CA",SF,        University of California San Francisco,61k-80k,70.5,"The Research Analyst uses skills as a seasoned, experienced research professional with a full understanding of gathering and analyzing research data,...",0.0,0.0,0.0,0.0,0.0,1.0
603,Research Financial Analyst,"San Francisco, CA",SF,        University of California San Francisco,61k-80k,70.5,The Research Financial Analyst (Analyst) reports to the Finance Manager. The Analyst assists the Finance Manager with pre- and post-award administration and,0.0,0.0,0.0,0.0,0.0,1.0
604,Administrator / Lab Manager for Software-Driven Biotech Star...,"San Francisco, CA",SF,    Emerald Cloud Lab,61k-80k,70.5,"Stepping away from manual completion of experiments at the bench, scientists on the ECL leverage the remote, automated execution of all standard biology and...",0.0,0.0,0.0,0.0,0.0,1.0
605,Research Scientist I- Analytical Operations,"Foster City, CA",SF,    Gilead,61k-80k,70.5,"Presents results of work, interprets data, and draws conclusions regarding presented material and nature of work....",0.0,0.0,0.0,0.0,0.0,1.0
606,Research Associate III or Senior Research Associate- Finkbei...,"San Francisco, CA 94158 (South Of Market area)",SF,        Gladstone Institutes,61k-80k,70.5,"You would oversee several projects, design experiments and interpret the data with minimal supervision, and present the data at internal and external meetings....",0.0,0.0,0.0,0.0,0.0,1.0
607,Scientist 1 - Discovery Research,"Redwood City, CA",SF,        Bristol-Myers Squibb,61k-80k,70.5,Evaluate new tools for data analysis and data reduction. Demonstrated experience analyzing data from flow cytometry platforms using specialized analysis...,0.0,0.0,0.0,0.0,0.0,1.0
608,"Senior Research Associate (Non-PhD), Biosensor – Protein Eng...","San Francisco, CA",SF,        Pfizer Inc.,61k-80k,70.5,"Duties will include helping scientists to execute different types of experiments, ranging from screening crude samples to the in-depth kinetic and epitope...",0.0,0.0,0.0,0.0,0.0,1.0
609,Research Finance Analyst,"San Francisco, CA",SF,        University of California San Francisco,61k-80k,70.5,The Division of Geriatrics is seeking a highly-motivated individual with a background in finance and/or research administration to support faculty Principal,0.0,0.0,0.0,0.0,0.0,1.0
610,Marketing Research - Qualitative Research Insights Lead,"San Francisco, CA 94105 (Financial District area)",SF,        Uber,61k-80k,70.5,"Composed of researchers, data scientists, and engineers, our team makes an impact across Uber by uncovering rich, deep insights that inform the marketing and...",0.0,0.0,0.0,0.0,0.0,1.0
611,"Scientist-Sr. Scientist, Analytical Development","South San Francisco, CA 94080",SF,"    Theravance, Inc.",61k-80k,70.5,Prior experience in using Waters Empower data acquisition and analysis platform preferred. This position will be working in a fast-paced analytical development...,0.0,0.0,0.0,0.0,0.0,1.0
612,"Research Associate, Biomolecular Assay Development","Alameda, CA 94501",SF,    Alveo Technologies,61k-80k,70.5,"Define objectives, collect and analyze data, and draw meaningful conclusions. Excellent written and verbal communication skills (English) as well as ability to...",0.0,0.0,0.0,0.0,0.0,1.0
613,"Senior Manager, National Media Affairs","San Bruno, CA 94066",SF,        Walmart eCommerce,61k-80k,70.5,"Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...",0.0,0.0,0.0,0.0,0.0,1.0
614,Reimbursement Associate,"South San Francisco, CA 94080",SF,        Counsyl,61k-80k,70.5,"Manage, record, verify and update patient and insurance data from various sources. The Counsyl team includes an accomplished group of problem-solvers — top...",0.0,0.0,0.0,0.0,0.0,1.0
615,Bioinformatics Postdoctoral Scientist,"San Francisco, CA 94143 (Inner Sunset area)",SF,        UCSF,61k-80k,70.5,"The ideal applicant will have experience in analysis of RNA-sequencing data, microbiome data, genome-wide association studies, and/or next generation sequencing...",0.0,0.0,0.0,0.0,0.0,1.0
616,Physicist Postdoctoral Fellow (BELLA),"Berkeley, CA 94720",SF,        Lawrence Berkeley National Laboratory,61k-80k,70.5,"Work closely in a team with other scientists, postdocs, graduate students and technicians. Ability to work independently and in collaboration with scientists...",0.0,0.0,0.0,0.0,0.0,1.0
617,Machine Learning Consultant/ NLP,"San Francisco Bay Area, CA",SF,    Wittaff,81k-100k,90.5,"Loc: San Jose, CA or Richardson, TX As a member of the Voice AI team you will develop meaningful conversational interfaces on an embedded platform by",0.0,0.0,0.0,0.0,0.0,1.0
618,Data Scientist,"San Francisco, CA",SF,        Microsoft,81k-100k,90.5,Experience Making Sense of Data:. 6 months of experience manipulating and analyzing data. Triage problems with our product using data about user behavior....,0.0,0.0,0.0,0.0,0.0,1.0
619,Senior Data Scientist,"San Francisco, CA",SF,"    Udacity, Inc.",81k-100k,90.5,"Mentor data analysts and other data scientists on the team. Understand the data architecture, improve it by proposing effective data table layouts, and write...",0.0,0.0,0.0,0.0,0.0,1.0
620,"Data Scientist, Natural Language Processing","San Francisco, CA 94111 (Financial District area)",SF,        KPMG,81k-100k,90.5,"KPMG is currently seeking a Data Scientist to join our Advanced Data Analytics team in our San Francisco, CA office....",0.0,0.0,0.0,0.0,0.0,1.0
621,Data Scientist 2,"Redwood Shores, CA",SF,        Oracle,81k-100k,90.5,"Oracle is seeking data scientists. These applications will use data from Oracle’s Data Cloud, social. With common data science toolkits, we like scikit-learn....",0.0,0.0,0.0,0.0,0.0,1.0
622,Health Data Scientist,"San Mateo, CA",SF,    Grit Matters,81k-100k,90.5,We seek highly motivated candidates for a full-time position as data scientist with emphasis on leveraging vast amounts of behavior and activity data to predict...,0.0,0.0,0.0,0.0,0.0,1.0
623,Fast Growth Tech - Solutions Data Scientist,"San Francisco, CA",SF,        McKinsey & Company,81k-100k,90.5,2-3 years of experience as a data analyst or data scientist in a start-up or other data analytics environment....,0.0,0.0,0.0,0.0,0.0,1.0
624,Computational/ Image analysis Scientist at Cairn Biosciences,"San Francisco, CA",SF,    Cairn Biosciences,81k-100k,90.5,Multi-dimensional data mining to extract statistically robust quantitative data. We are seeking an innovative and goal-oriented Scientist with demonstrated...,0.0,0.0,0.0,0.0,0.0,1.0
625,Software Engineer - Data / Machine Learning,"San Francisco, CA",SF,        Index,81k-100k,90.5,Have experience with Hadoop or other Big Data platforms. Have designed novel approaches for analyzing high volumes of data....,0.0,0.0,0.0,0.0,0.0,1.0
626,Staff Data Scientist,"San Francisco, CA",SF,        Eaze,81k-100k,90.5,"As a Staff Data Scientist at Eaze, you report to the Head of Data and work on data oriented special projects dictated by the data team....",0.0,0.0,0.0,0.0,0.0,1.0
627,Data Scientist,"Danville, CA",SF,    AllianceIT,81k-100k,90.5,"3+ years of experience as a Data Scientist. Makes recommendations about data collection methods, metrics definition and evaluation methods....",0.0,0.0,0.0,0.0,0.0,1.0
628,Machine Learning Scientist,"San Francisco, CA 94107 (South Of Market area)",SF,        Premise,81k-100k,90.5,Handling large datasets including data analysis and sophisticated data visualization. We are looking for a Machine Learning Scientist to develop state of the...,0.0,0.0,0.0,0.0,0.0,1.0
629,"Data Scientist, Product Operations Advanced Analytics","San Francisco, CA",SF,    Gap Inc. Corporate,81k-100k,90.5,"The Product Operations Advanced Analytics Team drives business benefits for Gap Inc. and its brands by applying industrial engineering/management science,",0.0,0.0,0.0,0.0,0.0,1.0
630,Statistician,"San Francisco, CA",SF,    SF VA Medical Center,81k-100k,90.5,"Design databases and perform data management. Ability to provide custom designed reports and graphical presentation of data using STATA and/or SAS,....",0.0,0.0,0.0,0.0,0.0,1.0
631,"Data Science Initiative, Scientific Lead","San Francisco, CA",SF,"    University of California - San Francisco, Library",81k-100k,90.5,"Data curation and data management. Data acquisition (public datasets, EHR data, etc.). The workshops and programs we offer will teach scientists how to program...",0.0,0.0,0.0,0.0,0.0,1.0
632,Data Scientist,"San Francisco Bay Area, CA",SF,    Indeed Prime,81k-100k,90.5,"Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)....",0.0,0.0,0.0,0.0,0.0,1.0
633,Firmware Data Scientist,"San Francisco, CA 94105 (Financial District area)",SF,        Fitbit,81k-100k,90.5,"Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",0.0,0.0,0.0,0.0,0.0,1.0
634,Data Scientist / Analyst (Internship),"San Francisco, CA",SF,    Pulsate,81k-100k,90.5,"Data models, reporting dashboard, etc.). Working with numerous large datasets/data warehouses and ability to pull from such data sets using relevant programs...",0.0,0.0,0.0,0.0,0.0,1.0
635,Business Operations Associate,"San Francisco, CA",SF,        Gigster,81k-100k,90.5,Intelligent tools powered by data from thousands of past projects take our network to superhuman levels of efficiency....,0.0,0.0,0.0,0.0,0.0,1.0
636,Data Scientist,"San Francisco, CA",SF,"    Kanjoya, Inc.",81k-100k,90.5,"Data Scientist– Kanjoya San Francisco, Ca. We're a nimble, sharp, and passionate team, and we're looking for data scientists who want to have impact on a real...",0.0,0.0,0.0,0.0,0.0,1.0
637,"Research Scientist, Bio-Signal Processing","San Francisco, CA 94105 (Financial District area)",SF,        Fitbit,81k-100k,90.5,"Experience with experimental design and human data collection. You will help prototype new hardware, perform analysis to determine what is interesting and...",0.0,0.0,0.0,0.0,0.0,1.0
638,Data Scientist,"San Francisco, CA",SF,    Andiamo! Group,81k-100k,90.5,Data Scientist (2601). Possess the ability to devise data driven sets. We are looking for someone who is passionate about nutrition and big data....,0.0,0.0,0.0,0.0,0.0,1.0
639,Senior Statistical Analyst,"South San Francisco, CA",SF,        AbbVie,81k-100k,90.5,Responsible for the creation of data definition documents and TOCs. Ensure accuracy of database quality assurance checks and assess data accuracy and...,0.0,0.0,0.0,0.0,0.0,1.0
640,"Statistical Scientist/Sr Statistical Scientist, USMA","South San Francisco, CA",SF,        Genentech,81k-100k,90.5,Proven abilities to perform statistical scientist responsibilities with increasing expertise and independence....,0.0,0.0,0.0,0.0,0.0,1.0
641,Machine Learning Data Scientist,"San Francisco, CA",SF,    Hoodline,81k-100k,90.5,Build data pipelines to enable data analysis at scale in real-time. Experience developing data infrastructure and tools....,0.0,0.0,0.0,0.0,0.0,1.0
642,Data Scientist,"San Francisco, CA 94107 (South Of Market area)",SF,        Smule,81k-100k,90.5,"Familiarity with ""big data"" tools:. Data, including social interactions and musical performance audio. Ability to eloquently form an argument backed up by data....",0.0,0.0,0.0,0.0,0.0,1.0
643,Managing Scientist,"Menlo Park, CA 94025",SF,        Exponent,81k-100k,90.5,"Exponent's Statistical & Data Sciences Practice is currently seeking a Managing Scientist for our Menlo Park, CA office....",0.0,0.0,0.0,0.0,0.0,1.0
644,Data Scientist,"San Francisco, CA",SF,        Stitch Fix,81k-100k,90.5,"High skill in data visualization (big plus). We want you to innovate our algorithms and better grok the data, leveraging every bit of our data and pioneer...",0.0,0.0,0.0,0.0,0.0,1.0
645,Senior Data Scientist,"San Francisco, CA",SF,        Thomson Reuters,81k-100k,90.5,"Senior Data Scientist (ML & NLP). Manager, Data Science. Explores existing data for insights and recommends additional sources of data for improvements....",0.0,0.0,0.0,0.0,0.0,1.0
646,Data Scientist,"Redwood City, CA",SF,    C3 IoT,81k-100k,90.5,"In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions....",0.0,0.0,0.0,0.0,0.0,1.0
647,Bioinformatics Scientist / Associate Scientist - Translation...,"South San Francisco, CA",SF,        Genentech,81k-100k,90.5,"You have exceptionally strong communication, data presentation and visualization skills. The candidate will collaborate closely with interdisciplinary teams of...",0.0,0.0,0.0,0.0,0.0,1.0
648,"Data Scientist - Strategic Partnerships, Financial Services","San Francisco, CA 94103 (South Of Market area)",SF,        Uber,81k-100k,90.5,"As a Data Scientist on Financial Services Partnerships, you’ll be partnering with product and engineering to shape the future of programs that make riding with...",0.0,0.0,0.0,0.0,0.0,1.0
649,Client Services Manager (San Francisco),"San Francisco, CA",SF,        BuzzFeed,81k-100k,90.5,"We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",0.0,0.0,0.0,0.0,0.0,1.0
